Name,Type,Subtype,Effect,Red,Blue,Green,Colorless,Power,Writer,Artist,Edition,ID
Aetherial Mire Dweller,Creature,Insect,On Play: Move one of your other creatures to this location.,0,1,0,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,-6XN-59yyP1
Aquaspect Sentinel,Creature,Insect/Beast,"On Return: For each opponent, return any enemy creature to their hand.",0,1,0,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,f_xfeS9kkwB
Sky Sentinel,Creature,Avian,On Play: Move an enemy creature with less power than this creature to this location.,0,1,0,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,M_zDTz8XKGa
Whispering Reliqua,Creature,Spirit,On Draw: You may return one of your creatures to your hand.,0,1,0,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,g3uRzly-vgU
Nullstone Warden,Creature,Mystic Guardian,On Play: The next on play effect you play this turn not trigger.,0,1,0,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,ImLsdxj2hn-
Sentinel of Azure Waters,Creature,Aquatic,On Play: Return an enemy creature here to their hand.,0,2,0,1,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,aHFNmqqEV-u
Whisperwind Spirit,Creature,Sylph,"While on top: Whenever a creature with lower power than this is played here, you may return it to its owners hand. Only triggers once each turn.",0,2,0,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,qSIACK8roL8
Ultramarine Titan,Creature,Mythical,On Play: Move any creature.,0,2,0,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,Eos33bTlt04
Auroral Keeper,Creature,Storm Elemental,On Play: Return all your other creatures here to your hand.,0,2,0,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,-lZRYpsnoPO
Devourer of Shadows,Creature,Tariaksuq,On Play: All enemies must destroy one of their creatures.,1,0,0,1,-1,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,TMotVDN__Hu
Infernal Flicker,Creature,Wyrmkin,On Play: All players must discard a card.,1,0,0,1,2,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,Zd1o4DnXh2n
Pyropex,Creature,Fire Elemental,"When this is in your graveyard, you may pay one mana and discard a card to return this to your hand.",1,0,0,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,weu3UFNyWd2
Pyroclasm Lord,Creature,Fire Elemental,On Destruction: Destroy any enemy creature.,1,0,0,1,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,V6F20nmZoQc
Chaotic Mindshaper,Creature,Illusionist,On Play: Draw two cards and discard a card.,1,1,0,1,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,1zhTeNCNGxM
Infernoheart,Creature,Infernal Beast,"While on top: Whenever you discard a card, draw a card.",1,1,0,1,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,hFsmRb_cv9y
The Devourer,Creature,Storm Dragon,On Return: Destroy any enemy creature.,1,1,0,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,_N0gP2qAwDl
Scarlet Scourge,Creature,Insect,On Play: All enemies must destroy one of their creatures here.,2,0,0,1,-1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,8F8fw-f9Rdr
Ember Wrecker,Creature,Inferno Beast,On Play: Destroy all your other creatures here.,2,0,0,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,Hi_dU61GmJt
Khaosurge,Creature,Monstrosity,As an additional cost to play this card: Discard two cards.,2,0,0,1,8,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,vW4BaRCMDWr
Fatebinder Seer,Creature,Oracle,On Play: Draw three cards and discard three cards.,2,2,0,1,9,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,ha4Nz78ojVo
Ember Reaver,Creature,Beast,On Play: Destroy the highest power creature(s) here.,3,0,0,1,-1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,dKnNjZd44UX
Infernox,Creature,Dragon,"On Play: For each opponent, destroy on of their creatures here.",3,0,0,1,-1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,2o83oPb-yoD
Shadowbound Reaper,Creature,Specter Assassin,"On Play: For each opponent, destroy one of their creatures at another location.",3,0,0,1,-1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,_CkLi0dLvlB
Hell Worm,Creature,Worm,"While on top: Whenever you play a creature here, you may destroy it. Only triggers once each turn.",3,0,0,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,0sN0PLd9vQO
Verdant Vanguard,Creature,Beast,On Draw: The next card you play costs one mana less.,0,0,1,1,1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,6AjOzsAnZg7
Verdant Requiem,Creature,Monstrosity,On Play: Put the top two cards of all decks into their respective graveyard.,0,0,1,1,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,gp6svEQhMPN
Aquariarch,Creature,Aquatic Beast,On Play: Copy the 'On Play' effect of the top card of your deck.,0,1,1,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,_9rPsJUodOY
Khthonic Resurgent,Creature,Dhampir Minotaur,On Return: Revive a creature.,0,1,1,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,oyUfIHeDz1R
Kairos Avatar,Creature,Mythic,On Return: The next card you play is free.,0,1,1,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,PLct_juZhcH
Archon of the Tideshift,Creature,Mythical Aquatic Elemental,On Play: Put all cards in a graveyard on top of their owners' deck in any order.,0,1,1,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,YAnbA5gtqSB
Crystalbane Sprout,Creature,Elemental Beast,On Destruction: Get a mana crystal. On Revive: Get a mana crystal.,1,0,1,1,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,Jmcl1x0IvOU
Ember Revenant,Creature,Infernal,On Discard: Revive this creature.,1,0,1,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,oV24fJItuzC
Fulminous Ascendant,Creature,Aetherwalker,As an additional cost to play this creature: Destroy one of your other creatures here. On Play: Revive a different creature from your graveyard.,1,0,1,1,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,IHS9Xrxoasl
Ember Steed,Creature,Drake,"While in your graveyard: When a card enters your graveyard, you may put it on top of your deck instead. Only triggers once each turn.",1,0,1,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,w4_TpZMhJAA
Pyropex the Unyielding,Creature,Pyro Beast,On Revive: An enemy must discard three cards.,1,0,1,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,np1f0tbwL4J
Khaos Avatar,Creature,Mythical,On Play: Repeat all of your 'On Play' effects here. This effect can not be repeated.,1,2,1,1,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,_bWY_nC4Hq1
Terrakaegis,Creature,Mechanical,On Play: Revive a creature without an effect.,0,0,2,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,j93uiLTeD13
Manaspore,Creature,Mushroom Spirit,On Play: Get an extra green mana crystal.,0,0,2,1,5,LeChat,Sana:0.6b,Alpha 0.1.0,dY2ixORFqdl
Terraguardian Sentinel,Creature,Plant/Beast,"Can only be played on a location, where you have at least two one cost creatures.",0,0,1,3,10,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,CyoHC8HmDaF
Necrotide Revenant,Creature,Spirit,On Play: Revive a creature.,0,0,3,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,HZG1SnCcVbQ
Great Tradesman,Creature,Human Traveller,On Play: The first creature you play next turn costs 2 colorless mana less.,0,0,0,2,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,XESfY_RppK3
Matriarch of the Ancient Horde,Creature,Monstrosity,,0,0,0,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,VkBKxLyDzGI
Auroral Nexus,Creature,Angel,On Play: Draw two cards.,0,1,0,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,5MlToGlmK_l
Coral Reef Guardian,Creature,Sea Monster,On Play: Move an enemy creature to this location.,0,1,0,2,5,LeChat,Sana:0.6b,Alpha 0.1.0,iUc7xr4jF8q
Mistress of the Tideshroud,Creature,Sea Witch,On Play: Move an enemy creature here to another location.,0,1,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,5Gxc2RWLawp
Zephyrine Sentinel,Creature,Wind Elemental,On Move: Move an enemy creature.,0,1,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,lMWmckLcCKV
Moonlit Revenant,Creature,Ghost,On Play: Return another friendly creature here to your hand. You may play it for 1 blue mana next turn.,0,1,0,2,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,RD-d9sIOUGP
Echokeeper,Creature,Mechanical,On Return: Gain control of an enemy creature here.,0,2,0,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,JinDb3_QGqt
Maelstrom's Vessel,Creature,Shipwreck,On Play: Return any enemy creature to their hand.,0,2,0,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,M-XB5xnP8W8
Aquarian Ascendant,Creature,Aquatic,On Play: Draw three cards.,0,2,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,avyc-VILc4Y
Aquariess of Elysium,Creature,Beast,On Play: Return another friendly creature here to your hand. You may play it for free next turn.,0,2,0,2,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,K2NjiFKtU1G
Maelstrom Oracle,Creature,Illusion,On Play: Move enemy creatures to this location.,0,3,0,2,7,Llama3.2:3b,Flux1Schnell,Alpha 0.1.0,rIKo8QmkTVT
Ember Wraith,Creature,Fiend,While on top: Whenever you have no cards in your hand. You may return one card from your graveyard to your hand,1,0,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,4rbod64jSpQ
Fury of Ember,Creature,Inferno Beast,While on top: You may return the first card that enters your graveyard each turn to your hand.,1,0,0,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,wceXLG-36El
Pyrope Emperor,Creature,Dragon,On Destruction: Return all other creatures here to their owners' hand.,1,1,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,jbvwtm7vi3i
Volatile Alchemist,Creature,Spellcrafter,On Play: Draw two cards and discard two cards.,1,1,0,2,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,8pama1LZCTA
Embervine Ravager,Creature,Elemental Raider,On Play: Destroy a green mana crystal of an enemy.,2,0,0,2,-4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,y8oj0wE56Wu
Inferno Reckoner,Creature,Infernal,On Play: Discard X cards. Destroy X creatures with a mana value of one or less.,2,0,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,1l-3uBnCJk1
Infernal Anchor,Creature,Mechanical Entity,"On Play: Choose a location. Next turn, your enemies cannot play cards there.",2,0,0,2,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,We4DcuI6qAb
Inferno Titan,Creature,Elemental,On Play: Enemy cards cannot be played here next turn.,2,0,0,2,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,LOsWabZ9Tk7
Kazan no Kokoro,Creature,Kitsune,While on top: Creatures cannot be played here.,3,0,0,2,2,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,0LXa-rnNjEq
Scarlet Requiem,Creature,Spirit,On Play: Destroy all creatures here with less power than this creature.,3,0,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,CKCSV7h-8m3
Chronokeeper Guardian,Creature,Khronokeeper,On Play: Evolve a friendly creature here by two colorless mana (Put the friendly creature into your graveyard. Search you deck for a creature that costs up to two colorless mana more and put it into play here).,0,0,1,2,4,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,47r0gzLlfMg
Whispering Sentinel of Verdant Heights,Creature,Sylvan,While on top: Play with the top card of your deck face up.,0,0,1,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,YdD831V8pWK
Riftbringer,Creature,Elemental Sage,While on top: You may play one more creature here even when this location is full.,0,0,1,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.2,4aTPSHTBvyg
Aeropex,Creature,Aviator,On Play: You may play your next card for free and face down. Turn it face up at the end of the game and activate its effect as usual.,0,2,1,2,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,5fbQ9vxsepj
Kraelion Scourge,Creature,Insectoid Fungus,"On Revive: For each opponent, destroy an enemy mana crystal.",1,0,1,2,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,vZcY18sljYP
Emerald Ascendant,Creature,Faerie,While on top: Your power here is doubled.,0,0,2,2,0,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,OfBCWKXH5Yg
Khaosian Chosen One,Creature,Angel,On Play: Play the top card of your deck for free.,0,0,2,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,03g67NiRXu0
Forest Steward,Creature,Sylvan,"While on top: Whenever you play a one cost creature, you may draw a card.",0,0,2,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,iAZbabI55fG
Seedling Sage,Creature,Fungal,"On Play: For every friendly creature here, including this one, draw a card.",0,0,2,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,0lHU58ufQAa
Young Necromancer,Creature,Wizard,On Play: Trigger an 'On Revive' effect in your graveyard.,0,0,2,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,ayVKT1Cutj8
Terraka Prime,Creature,Planar Monster,At the end of the game: Copy the power of your highest power creature here.,0,0,3,2,*,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,3Ru_11Oe1I2
Gentle Priestess of Gaia,Creature,Human,"Whenever you play a creature with higher mana value than this here, you may revive a creature.",0,0,3,2,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,tuSSiAXtm6r
Megalithic Sentinel,Creature,Lithokrator,"On Play: Search your deck for up to creatures without an effect, reveal them and put them into your hand, then shuffle your deck.",0,0,0,3,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.2,aqE0maf1Bdx
Temporal Sentinel,Creature,Khronokeeper,,0,0,0,3,6,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,QIx9ScgVA8F
Aquari Oracle,Creature,Sea Serpent,On Play: Draw three cards. Put one card from your hand on top of your deck.,0,1,0,3,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,9qvzX4QTBXh
Aetherium Sage,Creature,Human Wizard,On Play: Draw all your cards.,0,3,0,3,10,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,1YIhd-UBwbQ
