Name,Type,Subtype,Effect,Red,Blue,Green,Colorless,Power,Writer,Artist,Edition,ID
Ember Reaver,Creature,Beast,On Play: Destroy the highest power creature(s) here.,3,0,0,1,-1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,dKnNjZd44UX
Verdant Vanguard,Creature,Beast,On Draw: The next card you play costs one mana less.,0,0,1,1,1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,6AjOzsAnZg7
Verdant Requiem,Creature,Monstrosity,On Play: Put the top two cards of all decks into their respective graveyard.,0,0,1,1,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,gp6svEQhMPN
Aquariarch,Creature,Aquatic Beast,On Play: Copy the 'On Play' effect of the top card of your deck.,0,1,1,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,_9rPsJUodOY
Khthonic Resurgent,Creature,Dhampir Minotaur,On Return: Revive a creature.,0,1,1,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,oyUfIHeDz1R
Kairos Avatar,Creature,Mythic,On Return: The next card you play is free.,0,1,1,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,PLct_juZhcH
Archon of the Tideshift,Creature,Mythical Aquatic Elemental,On Play: Put all cards in a graveyard on top of their owners' deck in any order.,0,1,1,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,YAnbA5gtqSB
Crystalbane Sprout,Creature,Elemental Beast,On Destruction: Get a mana crystal. On Revive: Get a mana crystal.,1,0,1,1,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,Jmcl1x0IvOU
Fulminous Ascendant,Creature,Aetherwalker,As an additional cost to play this creature: Destroy one of your other creatures here. On Play: Revive a different creature from your graveyard.,1,0,1,1,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,IHS9Xrxoasl
Ember Steed,Creature,Drake,"While in your graveyard: When a card enters your graveyard, you may put it on top of your deck instead. Only triggers once each turn.",1,0,1,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,w4_TpZMhJAA
Pyropex the Unyielding,Creature,Pyro Beast,On Revive: An enemy must discard three cards.,1,0,1,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,np1f0tbwL4J
Khaos Avatar,Creature,Mythical,On Play: Repeat all of your 'On Play' effects here. This effect can not be repeated.,1,2,1,1,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,_bWY_nC4Hq1
Terrakaegis,Creature,Mechanical,On Play: Revive a creature without an effect.,0,0,2,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,j93uiLTeD13
Auroral Nexus,Creature,Angel,On Play: Draw two cards.,0,1,0,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,5MlToGlmK_l
Coral Reef Guardian,Creature,Sea Monster,On Play: Move an enemy creature to this location.,0,1,0,2,5,LeChat,Sana:0.6b,Alpha 0.1.0,iUc7xr4jF8q
Aquarian Ascendant,Creature,Aquatic,On Play: Draw three cards.,0,2,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,avyc-VILc4Y
Pyrope Emperor,Creature,Dragon,On Destruction: Return all other creatures here to their owners' hand.,1,1,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,jbvwtm7vi3i
Volatile Alchemist,Creature,Spellcrafter,On Play: Draw two cards and discard two cards.,1,1,0,2,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,8pama1LZCTA
Embervine Ravager,Creature,Elemental Raider,On Play: Destroy a green mana crystal of an enemy.,2,0,0,2,-4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,y8oj0wE56Wu
Infernal Anchor,Creature,Mechanical Entity,"On Play: Choose a location. Next turn, your enemies cannot play cards there.",2,0,0,2,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,We4DcuI6qAb
Inferno Titan,Creature,Elemental,On Play: Enemy cards cannot be played here next turn.,2,0,0,2,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,LOsWabZ9Tk7
Kazan no Kokoro,Creature,Kitsune,While on top: Creatures cannot be played here.,3,0,0,2,2,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,0LXa-rnNjEq
Chronokeeper Guardian,Creature,Khronokeeper,On Play: Evolve a friendly creature here by two colorless mana (Put the friendly creature into your graveyard. Search you deck for a creature that costs up to two colorless mana more and put it into play here).,0,0,1,2,4,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,47r0gzLlfMg
Whispering Sentinel of Verdant Heights,Creature,Sylvan,While on top: Play with the top card of your deck face up.,0,0,1,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,YdD831V8pWK
Emerald Ascendant,Creature,Faerie,While on top: Your power here is doubled.,0,0,2,2,0,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,OfBCWKXH5Yg
Khaosian Chosen One,Creature,Angel,On Play: Play the top card of your deck for free.,0,0,2,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,03g67NiRXu0
Gentle Priestess of Gaia,Creature,Human,"Whenever you play a creature with higher mana value than this here, you may revive a creature.",0,0,3,2,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,tuSSiAXtm6r
Temporal Sentinel,Creature,Khronokeeper,,0,0,0,3,6,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,QIx9ScgVA8F
Aquari Oracle,Creature,Sea Serpent,On Play: Draw three cards. Put one card from your hand on top of your deck.,0,1,0,3,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,9qvzX4QTBXh
Aetherium Sage,Creature,Human Wizard,On Play: Draw all your cards.,0,3,0,3,10,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,1YIhd-UBwbQ
Unyielding Scourge,Creature,"Ky'ren, Wyrm Lord",On Play: Destroy all creatures here. Including this creature.,3,0,0,3,12,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,We2DzwuZvUX
Dreamstalker of Eternity,Creature,"Ky'rennei, Devourer of Dreams",While on top: Only one creature can be played each turn.,3,0,0,3,5,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,YGXQ9RV3GUy
Echokeeper of the Abyssal Depths,Creature,Trickster,On Play: Trigger the 'On Play' Effect of a creature in your graveyard.,0,1,1,3,9,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,SuYMGkvRUhB
Wasteland Sentinel,Creature,Beast,,0,0,0,4,8,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,RPcFe3hDSUI
Mindshaper Siren,Creature,Siren,On Play: Gain control of an enemy creature.,0,3,0,4,1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,G6P7CKvnbgX
Empyrean Harbinger,Creature,Avian,At the end of the game: Get 3 power for every card in your hand.,0,3,0,4,*,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,ui_24SdrKlz
Inferno's Requiem,Creature,Inferno Beast,On Play: Destroy all other creatures here.,3,0,0,4,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,Xr2i-RPSYwS
Pyroclast,Creature,Fire Elemental,"On Play: Destroy all other friendly creatures here. For each destroyed, all opponents have to destroy one of their creatures.",3,0,0,4,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,boPPTkDB0fq
Labyrinthine Colossus,Creature,Minotaur,At the end of the game: Get 7 power for every location that is full and where you have one or more creatures.,0,0,3,4,*,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,aVZ3OkCh939
Ten Thousand Year Sentinel,Creature,Kitsune Guardian,At the end of the game: Get 4 power for every card in your graveyard.,0,0,3,4,*,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,g6MfTZ6Miir
Chrono Guardian,Creature,Temporal,,0,0,0,5,10,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,7_V_SyTfHxU
Aquariarch of Depths,Creature,Sea Creature,Costs one colorless mana less for every card in your hand.,0,1,1,6,10,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,9JWuaRwdhRq
Treelord Sentinel,Creature,Treefolk,Costs one colorless mana less for every card in your graveyard.,0,0,2,6,10,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,hjyJWCGzIRv
Apex Sentinel,Creature,Sentinel,,0,0,0,7,14,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,1mXmj79ZVEm
Inferno Unleasher,Creature,Phoenix Wyrm,"On Play: Destroy all creatures, which cost X or less mana here.",2,0,0,X,3,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,9rh8t-6YRIx
Maelstrom Behemoth,Creature,Dragonkin Wyrmlord,On Play: Destroy all creatures here with a power of X or less.,2,0,0,X,3,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,t5u5MrgYQxS
Infernal Bloom,Creature,Naiad Golem,On Destruction: Draw two cards.,1,0,0,0,2,Llama3.2:3b,Sana:1.6b,Alpha 0.1.0,XHqMUr8LPP3
Mana Weaver,Creature,Spider,"While on top: At the start of your turn, you may get an extra mana crystal instead of drawing a card.",0,0,2,1,5,Llama3.2:3b,Sana:1.6b,Alpha 0.1.0,kmleaM-JJjP
Ember Talonkeeper,Creature,Tanuki,Additional cost: Destroy a friendly creature. Revive a different creature than the one destroyed.,1,0,1,1,5,Llama3.2:3b,Sana:1.6b,Alpha 0.1.1,HgD0tySO6Or
Embermaw,Creature,Beast,On Discard: Pay one red mana to play this instead.,1,0,0,1,4,Llama3.2:3b,Sana:1.6b,Alpha 0.1.1,V6eYNMdgy0O
Fiery Ruin Scourge,Creature,Mythril Wyrmkin,On Play: The opponent on your left must choose one location with at least one of your creatures. Destroy all creatures there.,2,0,0,0,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,dI1jJoAq_I2
Moonwhisper Scout,Creature,Sprite,While on top: You may move this creature at the end of each turn.,0,2,0,0,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,CvlVz6OsRfc
Makura Kaze,Creature,Mythical,On Play: Destroy all other creatures here with a power of X*2 or less.,3,0,0,X,4,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,6xVWfkFTY12
Mnemosyne's Whisper,Creature,Gwyllgi,While on top: Pay one blue mana to draw a card.,0,2,0,0,3,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,vWxQTGw-DDg
Maelstrom's Unseen Hand,Creature,Draugr Khaoswalker,While on top: Pay one blue mana to move a friendly creature.,0,2,0,0,3,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,XhaTeJ8qxiO
Umbra Sprite,Creature,Shadowborn,While on top: Pay two blue mana to return a friendly creature to their owner's hand.,0,1,0,0,3,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,PcrvohCcwwg
Infernal Guardian,Creature,Dhampir,While on top: The maximum amount of mana crystals your opponents can have is six.,2,0,0,2,6,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,fuWA-5QqhK5
Emberborn Scourge of the Throne,Creature,Kitsune Oni,While on top: You cannot play any creatures here.,2,0,0,0,6,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,07_nU90mPGh
Infernal Omen,Creature,Cerberian Harbinger,On Play: Give all your opponents a 1 mana -1 power curse with 'As long as this is in your hand: You don't draw a card at the start of your turn.'.,2,0,0,0,6,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,0u-n3OLp6S7
Chronicler of Fates,Creature,Mythical Wyrmkin,On Play: You may change the stack order of all enemy creatures here.,0,2,0,1,5,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,y0qtgV491Pd
Moonlit Whisper,Creature,Kitsune,"While on top: If you play a creature here, draw a card.",0,1,0,1,3,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,ZHJcpFP1gyJ
Forest Guardian of the Tides,Creature,Leshy,On Play: You may change the stack order of your creatures here.,0,2,0,0,4,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,ieQUL9XPdlt
Aethersteppe Seraph,Creature,Mythril Wyrm,On Play: You may change the stack order of creatures here.,0,2,0,0,3,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,9sYtxftxz1u
Archon of the Abyssal Depths,Creature,Mythokrator,On Play: Put this on the bottom of your creature stack here.,0,1,0,0,2,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,W9fP7wLBvcP
Terragrim Behemoth,Creature,Basilisk Hydra,While this is on your graveyard: Pay two green mana to revive this creature.,0,0,0,4,7,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,r4EYAr-lOA8
Aetherborn Scourge of the Deep,Creature,Mythical Wyrmkin,While on top: Sacrifice this creature to draw two cards.,1,1,0,0,4,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,tR94XaJAANG
Maelstrom Sentinel,Creature,Wyvernborn,While on top: 'On Play' effects don't trigger here.,0,2,0,1,5,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,S6KmcnNJ9Zd
Infernal Emberscale,Creature,Gnarlwraithe,On Play: Gift this creature to an opponent.,2,0,0,0,-4,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,DUN96Bu1-WX
Khthonikos Echokeeper,Creature,Khthonikos,On Play: This creature switches sides.,0,2,0,0,-4,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,y7raCQxG54c
Scourge of Ephemeral Shadows,Creature,Gargantuan Karkothian Stalker,While on top: Your negative power creatures here become positive.,0,1,1,1,6,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,MyVd1VotCKE
Infernal Incitement,Creature,Mythical Karkoth,While on top: Every player must play their first creature each turn here if possible.,2,0,0,2,5,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,SYXF-11o2fS
Chronocide,Creature,Basilisk,On Play: Swap the top three cards of your deck with three cards from your graveyard.,0,1,1,1,7,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,L1lfvP_vXsE
Khaos Keeper,Creature,Cerberian,On Play: Swap your deck and graveyard.,0,2,2,0,7,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,KPhkXOlYX7X
Arcane Ascendant,Creature,Mythril Wyrmkin,"At the end of the game: If this is on top and if your deck is empty, you win this location.",0,2,2,3,0,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,IGzUDcF1_2T
Mighty Dreamer of the Void Abyssal,Creature,Baku,Ward 2 (Enemy effects targeting this costs 2 mana more).,0,1,0,5,12,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,qod4c_Yd0JH
Fathomkeeper's Vigilance,Creature,Mythril Wyrmkin,On Play: Remove the effect of this location.,0,1,0,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,0OG7eOFU58p
The Devouring Twin Suns,Creature,Gashadokuro,On Play: Switch two location cards with each other.,0,0,1,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,ztjwBXuY1xm
The Last Breath Before Eternity,Creature,Mythical Construct,While on top: This game ends after one more round.,1,1,1,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,t8ALo0ujfvI
Mighty Sentinel of Verdant Ascent,Creature,Monstrosity,On Play: Create a new creature stack for you at this location and play this creature at that new stack.,0,0,2,2,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,4ME6WmUUSq1
Supreme Ascendant,Creature,Wyrm,While on top: Play with the top card of your deck face up. You may play cards from the top of your deck.,0,0,3,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,gTZyJZaLDTA
Ember Cocoon#Volcanic Butterfly,Creature#Creature,Insect#Insect,On Destruction: Transform instead.#No Effect.,1,0,0,1,2#7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,kEOvJgp5hzE
Reckoning of the Wastes#Pyroclastic Oblivion,Creature#Creature,Demon#Demon,On Play: Destroy all your creatures here. Transform if you have destroyed three or more creatures this way.#No Effect.,2,0,0,1,4#8,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,x-OrgMk37TT
Moonlit Vortex Fugitive,Creature,Mythic,On Return: Give this creature to an opponent. They cannot draw cards as long as this is in their hand.,1,1,0,0,-1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,s1X-RLDKPWa
Master of Stealthy Reappearance,Ambush Creature,Shadow Beast,"An Ambush Creature is played face down. You may reveal it, if a condition is fulfilled. Ambush if another creature fills this location. Move that creature.",0,1,0,1,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,loNK32R3Gzf
The Whispering Leaf#The Eternal Bramble,Creature#Creature,Plant Spirit#Plant Spirit,Pay one green mana: Transform.#No effect.,0,0,0,0,0#2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,wT5Qnp1ghaT
Mirrored Sanctum,Location,Starting Location,Creatures here are played face-down and only revealed at the end of the game.,0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,tMXbuqwUziQ
The Astral Scriptorium,Location,Starting Location,"Whenever you play a creature here, draw a card.",0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,N2prvYvc0Q5
The Abyssal Spires,Location,Starting Location,"At the start of their last turn, every player may move one creature to this location.",0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,eKCq08RoGqW
Emberhaven,Location,Starting Location,"If you are winning at this location, your first creature each turn costs one mana less.",0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,C30zKTzvzB8
Emerald Hollow,Location,Starting Location,"If you have no creatures here, your first creature each turn costs one mana less.",0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,038p5v4wbNb
The Prismatic Grotto,Location,Starting Location,Only creatures costing 5 or less mana can be played here.,0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,a9FgP3QFPOo
The Ironhaven Citadel,Location,Starting Location,Each creature here has +1 power.,0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,Qfxc_nh12EC
The Spire of the Ancients,Location,Starting Location,Only creatures with a cost of 3 or higher can be played here.,0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,jSpBlLI65wH
Inferno Citadel,Location,Starting Location,"If you have only one creature here, it has +5 power.",0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,U5iwY4a9fSO
Inferno's Edge,Location,Starting Location,You can't play cards here two turns in a row.,0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,vSxF66gXyU8
Eldrida's Sanctum, Location, Starting Location,The first player to fill this location may draw a card.,0,0,0,0,0,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,MjY9AUo40aV
Hollowspire,Location,Starting Location,The first player to fill this location may get an extra mana crystal.,0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,p9EqmOP0I-z
The Oasis Citadel,Location,Starting Location,Players may only play a maximum of one creature here in their turn.,0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,38fZGh-5iyP
