Name,Type,Subtype,Effect,Red,Blue,Green,Colorless,Power,Writer,Artist,Edition,ID
Aquariess of Elysium,Creature,Beast,On Play: Return a friendly creature here to your hand. You may play it for free next turn.,0,2,0,2,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,K2NjiFKtU1G
Airstorm Avenger,Creature,Elemental Beast,On Play: Return all friendly creatures here to your hand. You may play them for free next turn.,0,3,0,3,8,LeChat,Sana:0.6b,Alpha 0.1.0,NCB0RAp_qTP
Maelstrom Keeper,Creature,Storm Elemental,On Play: Return all other creatures here to their owners' hand.,0,3,0,4,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,0jm6IbhIiqS
Pyropeon,Creature,Orc,On Destruction: Destroy an enemy creature here.,1,0,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,RY8ZrevaPwP
Kage Shinobi,Creature,Yokai Golem,On Play: Destroy an enemy creature here with a mana cost of two or less.,1,0,0,0,-1,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,E_MizcljROk
Scorchheart Fanatic,Creature,Demon Berserker,Additional cost: The opponent on your left must destroy one of your other creatures.,1,0,0,0,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,eLFwxHCgsTF
on destruction: draw 2,,,,,,,,,,,,
Pyrebound Harbinger,Creature,Demon Fiend,As an additional cost to play this creature: Destroy all other friendly creatures here (must destroy at least one).,2,0,0,0,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,a1a_tX5NfMz
Pyroclasm Lord,Creature,Fire Elemental,On Destruction: Destroy any enemy creature.,1,0,0,1,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,V6F20nmZoQc
"Khromak, Devourer of Shadows",Creature,Tariaksuq,On Play: All enemies must destroy one of their creatures.,1,0,0,1,-1,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,TMotVDN__Hu
Scarlet Scourge,Creature,Insectoid,On Play: All enemies must destroy one of their creatures here.,2,0,0,1,-1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,8F8fw-f9Rdr
Hell Worm,Creature,Worm,"Whenever a friendly creature is played here, you may destroy it. Only triggers once each turn.",3,0,0,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,Cmr2euvZjpZ
Infernox,Creature,Dragon,"On Play: For each opponent, destroy on of their creatures here.",3,0,0,1,-1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,Lli5_3VQSkP
Shadowbound Reaper,Creature,Specter Assassin,"On Play: For each opponent, destroy one of their creatures at another location.",3,0,0,1,-1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,G51ezNMwx7t
Scarlet Requiem,Creature,Spirit,On Play: Destroy all creatures here with less power than this creature.,3,0,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,CKCSV7h-8m3
Inferno Scourge,Creature,Wyvern Rider,"On Play: For each opponent, destroy one of their creatures.",3,0,0,2,-1,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,5uXPBKdiBnD
Inferno Wrecker,Creature,Baku,"On Play: Destroy all other friendly creatures here. For each destroyed, all opponents discard a card.",3,0,0,3,5,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,21N9G9PFPHO
Razorwing Huntress,Creature,Fire Dragon,Destroy all creatures here with a cost of X or less.,2,0,0,X,3,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,vGq_9p1ZnjW
Whispering Currents,Creature,Water Elemental,At the end of each turn: You may move this creature.,0,1,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,dbwi0EM8L_8
Aquasail,Creature,Sea Serpent,On Play: Move a friendly creature to here.,0,1,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,HjFdPl-Vhio
Driftwood Seraphim,Creature,Woodland Spirit,On Move: Return an enemy creature at the new location with mana cost of one or lower to their owner's hand.,0,1,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,m6uvOgD2u1H
"Kaelara, Azure Sentinel",Creature,Dragon,"At the end of the game, your opponent (sitting on your left) may move this creature.",0,1,0,0,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,wk0iGVjK4gZ
Nimbus Specter,Creature,Soul,On Play: Draw a card.,0,2,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,xuSdARDAHAA
Moonlit Sprite Guardian,Creature,Spirit,On Move: Draw a card.,0,1,0,1,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,loyicJOUXIj
Aetherial Mire Dweller,Creature,Insect,On Play: Move a friendly creature to this location.,0,1,0,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,EkP0-5wRvWt
Zephyrine,Creature,Water Elemental,On Draw: You may move a friendly creature.,0,1,0,1,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,Au3pH9jan81
Sky Sentinel,Creature,Avian,On Play: Move an enemy creature with less power than this creature to this location.,0,1,0,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,M_zDTz8XKGa
Mistress of the Tideshroud,Creature,Sea Witch,On Play: Move an enemy creature here to another location.,0,1,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,5Gxc2RWLawp
Zephyrine Sentinel,Creature,Wind Elemental,On Move: Move an enemy creature.,0,1,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,lMWmckLcCKV
"Zha'thik, Maelstrom Wraith",Creature,Mythical,On Play: Move any creature.,0,2,0,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,SpvmgfIu-zS
Maelstrom Oracle,Creature,Illusion,On Play: Move enemy creatures to this location.,0,3,0,2,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,rIKo8QmkTVT
Maelstrom Guardian,Creature,Melee Beast,On Play: Move all enemy creatures here to other locations.,0,3,0,3,8,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,bXYMNKdiK36
Maelstrom of the Abyssal Veil,Creature,Aquatic Undead,On Play: Move all your other creatures to any location.,0,4,0,3,9,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,AgRXnaSV3tk
Elder Bramble,Creature,Dryad,"Whenever you revive a creature, get a mana crystal.",0,0,1,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,pwuKiX4w0wD
Kairos Ignis,Creature,Qilin,Additional cost: Discard a card.,1,0,0,0,3,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,U8jTL7wx8B3
Ember Spark,Creature,Fiend,On Discard: Draw a card.,1,0,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,B5pBtjWyu7N
Skydancer Ascendant,Creature,Dragonkin Harpy,On Revive: Get two mana crystals.,0,0,1,0,2,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,163T7hyVpu3
Inferno Spark,Creature,Fire,On Play: All players must discard a card.,2,0,0,0,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,yhtTn1lD36N
Soulforged Revenant,Creature,Undead Sorcerer,Additional cost: Sacrifice a mana crystal. Revive a creature.,1,0,1,0,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,9sVIAjqSYAB
Infernal Flicker,Creature,Wyrmkin,On Play: All players must discard a card.,1,0,0,1,2,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,Zd1o4DnXh2n
Khaosurge,Creature,Monstrosity,As an additional cost to play this card: Discard two cards.,2,0,0,1,8,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,vW4BaRCMDWr
Ember Revenant,Creature,Infernal,On Discard: Revive this creature.,1,0,1,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,KG04lPcPdw5
Necrotide Revenant,Creature,Spirit,On Play: Revive a creature.,0,0,3,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,HZG1SnCcVbQ
Young Necromancer,Creature,Wizard,On Play: Trigger an 'On Revive' effect in your graveyard.,0,0,2,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,ayVKT1Cutj8
Flamewyrm,Creature,Inferno Dragon,On Revive: Destroy all other creatures here.,2,0,2,0,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,jKBwz8fcjld
Kraelion Scourge,Creature,Insectoid Fungus,On Revive: Destroy an enemy mana crystal.,1,0,1,2,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,sWMmpV58bDK
destroy to revive,,,,,,,,,,,,
"Kaleekos, Apex Sentinel",Creature,Sentinel,,0,0,0,7,14,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,1mXmj79ZVEm
Ember Spark,Creature,Fiend,On Discard: Draw a card.,1,0,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,B5pBtjWyu7N
Kairos Ignis,Creature,Qilin,Additional cost: Discard a card.,1,0,0,0,3,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,U8jTL7wx8B3
Inferno Spark,Creature,Fire,On Play: All players must discard a card.,2,0,0,0,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,yhtTn1lD36N
Infernal Harbinger,Creature,Demon,"On Play: If you have discarded one or more cards this turn, return one of them to your hand.",1,0,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,KTooP86qwLw
Ember Scourge,Creature,Insect,On Discard: All enemies must discard a card.,1,0,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,cEYLns2PUkR
Pyropex,Creature,Fire Elemental,"When this is in your graveyard, you may pay one mana and discard a card to return this to your hand.",1,0,0,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,rym6-cnwd3i
Pyrebrand,Creature,Fiend,On Discard: Destroy a creature with a mana cost of three or less.,2,0,0,0,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,2Bz0mjox_Pr
Emberkin,Creature,Insect,"On Play: For every card you have discarded this turn, each opponent must destroy one of their creatures.",2,0,0,0,-5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,ftXfZFcoKxf
Ember Wraith,Creature,Fiend,While on top: Whenever you have no cards in your hand. You may return one card from your graveyard to your hand,1,0,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,rgHNIOEDL_U
Khaosurge,Creature,Monstrosity,As an additional cost to play this card: Discard two cards.,2,0,0,1,8,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,vW4BaRCMDWr
Fury of Ember,Creature,Inferno Beast,While on top: You may return the first card that enters your graveyard each turn to your hand.,1,0,0,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,WTEqTr1TNgs
Inferno Reckoner,Creature,Infernal,On Play: Discard X cards. Destroy X creatures with a mana value of one or less.,2,0,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,1l-3uBnCJk1
Pyreborn Acolyte,Creature,Spirit,As an additional cost to play this card: Discard three cards.,2,0,0,3,12,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,sMoibncntco
Infernal Overlord,Creature,Evil,On Play: Discard all your cards.,3,0,0,3,16,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,0wDrgspflOx
Ember Requiem,Creature,Fire Elemental,At the end of the game: Get 4 power for every card in your graveyard,3,0,0,4,*,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,7srjZ2n406q
Ember Scout,Creature,Beast,You may destroy this in your turn.,1,0,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,ylIpbgp52bt
Abyssal Oracle,Creature,Mythic,On Return: Draw two cards.,0,1,0,0,2,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,b-R4RXDt-Yr
Kage Shinobi,Creature,Yokai Golem,On Play: Destroy an enemy creature here with a mana cost of two or less.,1,0,0,0,-1,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,E_MizcljROk
Khaosflux,Creature,Mythical,On Return: Destroy an enemy creature here.,1,1,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,uQEPfVP7Um0
"Khromak, Devourer of Shadows",Creature,Tariaksuq,On Play: All enemies must destroy one of their creatures.,1,0,0,1,-1,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,TMotVDN__Hu
Scarlet Scourge,Creature,Insectoid,On Play: All enemies must destroy one of their creatures here.,2,0,0,1,-1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,8F8fw-f9Rdr
Shadowbound Reaper,Creature,Specter Assassin,"On Play: For each opponent, destroy one of their creatures at another location.",3,0,0,1,-1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,G51ezNMwx7t
Luminari,Creature,Spirit,Additional cost: Return any friendly creature to your hand.,0,2,0,0,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,4kouxXdTX7a
Khronikos the Devourer,Creature,Storm Dragon,On Return: Destroy any enemy creature.,1,1,0,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,_N0gP2qAwDl
Whispering Reliqua,Creature,Spirit,On Draw: You may return a friendly creature to your hand.,0,1,0,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,g3uRzly-vgU
Auroral Keeper,Creature,Storm Elemental,On Play: Return all friendly creatures here to your hand.,0,2,0,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,ktUEBuQfaTO
Moonlit Revenant,Creature,Ghost,On Play: Return a friendly creature here to your hand. You may play it for 1 blue mana next turn.,0,1,0,2,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,RD-d9sIOUGP
Aquariess of Elysium,Creature,Beast,On Play: Return a friendly creature here to your hand. You may play it for free next turn.,0,2,0,2,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,K2NjiFKtU1G
Airstorm Avenger,Creature,Elemental Beast,On Play: Return all friendly creatures here to your hand. You may play them for free next turn.,0,3,0,3,8,LeChat,Sana:0.6b,Alpha 0.1.0,NCB0RAp_qTP
Terraguardian,Creature,Earth Elemental,,0,0,0,1,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,eWJifBNQn-m
Treelord Sprout,Creature,Leshy,"On Play: Reveal the top card of your deck. If it costs one or less, play it for free.",0,0,1,0,1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,k2bHzVFpeUz
Mosskin,Creature,Faerie,You may play a creature on top of this.,0,0,1,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,-vXwOlKQLiW
Khaosborn Stalwart,Creature,Basilisk Minotaur,On Play: The next creature you play this turn costs two green mana less.,0,0,1,0,1,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,C-VCcdNCG3f
Mossborn Sprite,Creature,Fey Sprite,,0,0,0,0,1,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,hWbujMlhog8
Terraverde,Creature,Forest Beast,May be played on a full location.,0,0,1,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,NUKxQuqr_9B
Terraguardian Sentinel,Creature,Plant/Beast,"Can only be played on a location, where you have at least two one cost creatures.",0,0,1,3,10,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,tFPVIiX-ux0
Great Tradesman,Creature,Human Traveller,On Play: The first creature you play next turn costs 2 colorless mana less.,0,0,0,2,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,XESfY_RppK3
Riftbringer,Creature,Elemental Sage,You may play one more creature here even when this location is full.,0,0,1,2,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,NKCPf_lyeGj
Forest Steward,Creature,Sylvan,"While on top: Whenever you play a one cost creature, you may draw a card.",0,0,2,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,Xr0JVXmcbZ8
Seedling Sage,Creature,Fungal,"On Play: For every friendly creature here, including this one, draw a card.",0,0,2,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,0lHU58ufQAa
Sapling Guardian,Creature,Plant,Costs one colorless mana less for every creature you have played this turn.,0,0,2,4,10,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,Cg5Z3FbvH6G
Nimbus Patron,Creature,Mythical,Costs one colorless mana less for every friendly creature in play.,0,0,3,6,10,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,54FCyPHB2R5
Jadescale Snake,Creature,Elemental Snake,"As long as this is the top card here, your other creatures are immune to your opponents' effect",0,0,1,0,2,LeChat,Sana:0.6b,Alpha 0.1.0,thYnxFXdkH9
"Khronos, Labyrinthine Colossus",Creature,Minotaur,At the end of the game: Get 7 power for every location that is full and where you have one or more creatures.,0,0,3,4,*,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,aVZ3OkCh939
Khaosborn Stalwart,Creature,Basilisk Minotaur,On Play: The next creature you play this turn costs two green mana less.,0,0,1,0,1,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,C-VCcdNCG3f
Terraguardian,Creature,Earth Elemental,,0,0,0,1,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,eWJifBNQn-m
Matriarch of the Ancient Horde,Creature,Troll,,0,0,0,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,VkBKxLyDzGI
Terraverdant Ascendant,Creature,Khthonikos,Draw X cards.,0,0,2,X,4,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,1I1vMT-KX_p
Great Tradesman,Creature,Human Traveller,On Play: The first creature you play next turn costs 2 colorless mana less.,0,0,0,2,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,XESfY_RppK3
Manaspore,Creature,Mushroom Spirit,On Play: Get an extra green mana crystal.,0,0,2,1,5,LeChat,Sana:0.6b,Alpha 0.1.0,dY2ixORFqdl
Megalithic Sentinel,Creature,Lithokrator,Draw two creatures without an effect.,0,0,0,3,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,3NdWqfo-gZJ
Mana Multiplier,Creature,Kitsune Yurei,"Whenever you get an extra mana crystal, get an additional mana crystal.",0,0,3,0,5,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,-Z0Qu7KiTyv
Riftbringer,Creature,Elemental Sage,You may play one more creature here even when this location is full.,0,0,1,2,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,NKCPf_lyeGj
Colossus of the Ancients,Creature,Golem,On Play: Get an extra mana crystal.,0,0,1,3,6,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,wKtnkXV4Xhl
get mana instead of drawing a card.,,,,,,,,,,,,
Jadescale Snake,Creature,Elemental Snake,"As long as this is the top card here, your other creatures are immune to your opponents' effect",0,0,1,0,2,LeChat,Sana:0.6b,Alpha 0.1.0,thYnxFXdkH9
Terraka Prime,Creature,Planar Monster,At the end of the game: Copy the power of your highest power creature here.,0,0,3,2,*,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,3Ru_11Oe1I2
Aeropex,Creature,Aviator,,0,0,0,6,12,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,SiYwZamjIuL
"Kaleekos, Apex Sentinel",Creature,Sentinel,,0,0,0,7,14,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,1mXmj79ZVEm
