Name,Type,Subtype,Effect,Red,Blue,Green,Colorless,Power,Writer,Artist,Edition,ID
Aquasage,Creature,Siren,On Play: Swap one of your other creatures here with the top card of your deck.,0,2,2,0,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,DKPtDyFBwXu
Aquasail,Creature,Sea Serpent,On Play: Move one of your other creatures to here.,0,1,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,FNjxwyLNEvm
Aquaspect Sentinel,Creature,Insect/Beast,"On Return: For each opponent, return any enemy creature to their hand.",0,1,0,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,f_xfeS9kkwB
Arcana Devourer,Creature,Mythical,On Play: Destroy all your other creatures here. For each destroyed draw a card.,2,1,0,0,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,nbFntToDTMa
Arcane Ascendant,Creature,Mythril Wyrmkin,"At the end of the game: If this is on top and if your deck is empty, you win this location.",0,2,2,3,0,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,IGzUDcF1_2T
Arcane Disruptor,Creature,Human Sorcerer,On Play: Your next on play effect played this turn does not trigger.,0,1,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,PHyIZ2mcHYX
Archon of the Abyssal Depths,Creature,Mythokrator,On Play: Put this on the bottom of your creature stack here.,0,1,0,0,2,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,W9fP7wLBvcP
Archon of the Tideshift,Creature,Mythical Aquatic Elemental,On Play: Put all cards in a graveyard on top of their owners' deck in any order.,0,1,1,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,YAnbA5gtqSB
Auroral Keeper,Creature,Storm Elemental,On Play: Return all your other creatures here to your hand.,0,2,0,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.2,s-V9562VJ_E
Auroral Nexus,Creature,Angel,On Play: Draw two cards.,0,1,0,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,5MlToGlmK_l
Azure Sentinel,Creature,Dragon,"At the end of each turn, your opponent (sitting on your left) may move this creature.",0,1,0,0,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.2,xXkyEUpkmJ6
Chaotic Mindshaper,Creature,Illusionist,On Play: Draw two cards and discard a card.,1,1,0,1,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,1zhTeNCNGxM
Chronicler of Fates,Creature,Mythical Wyrmkin,On Play: You may change the stack order of all enemy creatures here.,0,2,0,1,5,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,y0qtgV491Pd
Chrono Guardian,Creature,Temporal,,0,0,0,5,10,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,7_V_SyTfHxU
Chronocide,Creature,Basilisk,On Play: Swap the top three cards of your deck with three cards from your graveyard.,0,1,1,1,7,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,L1lfvP_vXsE
Colossus of the Ancients,Creature,Golem,On Play: Get an extra mana crystal.,0,0,1,3,6,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,wKtnkXV4Xhl
Coral Reef Guardian,Creature,Sea Monster,On Play: Move an enemy creature to this location.,0,1,0,2,5,LeChat,Sana:0.6b,Alpha 0.1.0,iUc7xr4jF8q
Corpse Larva,Creature,Insect,On Play: Put the top three cards of a player's deck in their graveyard.,1,0,1,0,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,t4WZf0X9_9y
Crystalbane Sprout,Creature,Elemental Beast,On Destruction: Get a mana crystal.,1,0,1,0,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,RBdgav2k5xs
Crystalbane Sprout,Creature,Elemental Beast,On Destruction: Get a mana crystal. On Revive: Get a mana crystal.,1,0,1,1,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,Jmcl1x0IvOU
Curious Explorer,Creature,Squirrel,On Play: Change the colors of up to two of your mana crystals.,0,0,1,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,GcCUdJK0jjY
Devourer of Shadows,Creature,Tariaksuq,On Play: All enemies must destroy one of their creatures.,1,0,0,1,-1,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,TMotVDN__Hu
Dreamstalker of Eternity,Creature,"Ky'rennei, Devourer of Dreams",While on top: Only one creature can be played each turn.,3,0,0,3,5,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,YGXQ9RV3GUy
Driftwood Seraphim,Creature,Woodland Spirit,On Move: Return an enemy creature at the new location with mana cost of one or lower to their owner's hand.,0,1,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,m6uvOgD2u1H
Echokeeper,Creature,Mechanical,On Return: Gain control of an enemy creature here.,0,2,0,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,JinDb3_QGqt
Echokeeper of the Abyssal Depths,Creature,Trickster,On Play: Trigger the 'On Play' Effect of a creature in your graveyard.,0,1,1,3,9,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,SuYMGkvRUhB
Elder Bramble,Creature,Dryad,"While on top: Whenever you revive a creature, get a mana crystal.",0,0,1,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,2X5WzJsR4eE
Elder Whisperer,Creature,Sage,On Play: Swap one of your other creatures here with a creature in your graveyard.,0,1,2,0,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,P-3MUr4daGP
Ember Cocoon#Volcanic Butterfly,Creature#Creature,Insect#Insect,On Destruction: Transform instead.#No Effect.,1,0,0,1,2#7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,kEOvJgp5hzE
Ember Reaver,Creature,Beast,On Play: Destroy the highest power creature(s) here.,3,0,0,1,-1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,dKnNjZd44UX
Ember Requiem,Creature,Fire Elemental,At the end of the game: Get 3 power for every card in your graveyard.,3,0,0,4,*,Llama3.2:3b,Sana:0.6b,Alpha 0.1.2,p83Ox0BkO2T
Ember Revenant,Creature,Infernal,On Discard: Revive this creature.,1,0,1,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,oV24fJItuzC
Ember Scourge,Creature,Insect,On Discard: All enemies must discard a card.,1,0,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,5VmDTVdPG7C
Ember Scout,Creature,Beast,You may destroy this in your turn.,1,0,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,4W_jzBMeGV8
Ember Spark,Creature,Fiend,On Discard: Draw a card.,1,0,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,B5pBtjWyu7N
Ember Steed,Creature,Drake,"While in your graveyard: When a card enters your graveyard, you may put it on top of your deck instead. Only triggers once each turn.",1,0,1,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,w4_TpZMhJAA
Ember Talonkeeper,Creature,Tanuki,Additional cost: Destroy a friendly creature. Revive a different creature than the one destroyed.,1,0,1,1,5,Llama3.2:3b,Sana:1.6b,Alpha 0.1.1,HgD0tySO6Or
Ember Wraith,Creature,Fiend,While on top: Whenever you have no cards in your hand. You may return one card from your graveyard to your hand,1,0,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,4rbod64jSpQ
Ember Wrecker,Creature,Inferno Beast,On Play: Destroy all your other creatures here.,2,0,0,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,wvYQXDu7etD
Emberborn Scourge of the Throne,Creature,Kitsune Oni,While on top: You cannot play any creatures here.,2,0,0,0,6,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,07_nU90mPGh
Emberkin,Creature,Insect,"On Play: For every card you have discarded this turn, each opponent must destroy one of their creatures.",2,0,0,0,-5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,ftXfZFcoKxf
Embermaw,Creature,Beast,On Discard: Pay [R] to play this instead.,1,0,0,1,4,Llama3.2:3b,Sana:1.6b,Alpha 0.1.2,6SrzwKGfwyJ
Embervine Ravager,Creature,Elemental Raider,On Play: Destroy a green mana crystal of an enemy.,2,0,0,2,-4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,y8oj0wE56Wu
Emerald Ascendant,Creature,Faerie,While on top: Your power here is doubled.,0,0,2,2,0,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,OfBCWKXH5Yg
Empyrean Harbinger,Creature,Avian,At the end of the game: Get 3 power for every card in your hand.,0,3,0,4,*,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,ui_24SdrKlz
Ephemeral Sentinel,Creature,Illusion,On Destruction: Return an enemy creature here to their hand.,0,1,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,MvH1MkYkqOv
Fatebinder Seer,Creature,Oracle,On Play: Draw three cards and discard three cards.,2,2,0,1,9,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,ha4Nz78ojVo
Fathomkeeper's Vigilance,Creature,Mythril Wyrmkin,On Play: Remove the effect of this location.,0,1,0,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,0OG7eOFU58p
Fiery Ruin Scourge,Creature,Mythril Wyrmkin,On Play: The opponent on your left must choose one location with at least one of your creatures. Destroy all your creatures there.,2,0,0,0,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,GUncXgL9DeH
Flamebringer,Creature,Dragon,Must be played at turn three or earlier. While on top: You can't play creatures here.,2,0,0,0,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,9Pkkql6Ar1Q
Flamewyrm,Creature,Inferno Dragon,"On Revive: Destroy all other creatures here, except the creature(s) with the most power.",2,0,2,0,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,CCgK4cEupsz
Foliar Vigilant,Creature,Plants,On Play: You may put up to three creatures from your graveyard on top of your deck.,0,0,1,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,YGri_RP5cNw
Forest Guardian of the Tides,Creature,Leshy,On Play: You may change the stack order of your creatures here.,0,2,0,0,4,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,ieQUL9XPdlt
Forest Steward,Creature,Sylvan,"While on top: Whenever you play a one cost creature, you may draw a card.",0,0,2,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,iAZbabI55fG
Fury of Ember,Creature,Inferno Beast,While on top: You may return the first card that enters your graveyard each turn to your hand.,1,0,0,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,wceXLG-36El
Gentle Priestess of Gaia,Creature,Human,"Whenever you play a creature with higher mana value than this here, you may revive a creature.",0,0,3,2,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,tuSSiAXtm6r
Great Tradesman,Creature,Human Traveller,On Play: The first creature you play next turn costs [1] mana less.,0,0,0,2,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,LPyjB6TJbJu
Hell Worm,Creature,Worm,"While on top: Whenever you play a creature here, you may destroy it. Only triggers once each turn.",3,0,0,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.2,bpaHvuEB7Vl
Infernal Anchor,Creature,Mechanical Entity,"On Play: Choose a location. Next turn, your enemies cannot play cards there.",2,0,0,2,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,We4DcuI6qAb
Infernal Bloom,Creature,Naiad Golem,On Destruction: Draw two cards.,1,0,0,0,2,Llama3.2:3b,Sana:1.6b,Alpha 0.1.0,XHqMUr8LPP3
Infernal Emberscale,Creature,Gnarlwraithe,On Play: Gift this creature to an opponent.,2,0,0,0,-4,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,DUN96Bu1-WX
Infernal Flicker,Creature,Wyrmkin,On Play: All players must discard a card.,1,0,0,1,2,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,Zd1o4DnXh2n
Infernal Guardian,Creature,Dhampir,While on top: The maximum amount of mana crystals your opponents can have is six.,2,0,0,2,6,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,fuWA-5QqhK5
Infernal Harbinger,Creature,Demon,"On Play: If you have discarded one or more cards this turn, return one of them to your hand.",1,0,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,0bqUHzQzo2o
Infernal Incitement,Creature,Mythical Karkoth,While on top: Every player must play their first creature each turn here if possible.,2,0,0,2,5,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,SYXF-11o2fS
Infernal Overlord,Creature,Evil,On Play: Discard all your cards.,3,0,0,3,16,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,0wDrgspflOx
Infernal Scourge,Creature,Infernal,On Play: Destroy all your other creatures here. For each destroyed gain a mana crystal.,2,0,2,0,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,6fCbkK63Kty
Inferno Reaver,Creature,Beast/Monstrosity,On Play: Destroy the next card you play here this turn.,2,0,0,0,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,S7DA7B4O6kP
Inferno Reckoner,Creature,Infernal,On Play: Discard X cards. Destroy X creatures with a mana value of one or less.,2,0,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,1l-3uBnCJk1
Inferno Scourge,Creature,Wyvern Rider,"On Play: For each opponent, destroy one of their creatures.",3,0,0,2,-1,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,ZCq4RH7nJCt
Inferno Spark,Creature,Fire,On Play: All players must discard a card.,2,0,0,0,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,yhtTn1lD36N
Inferno Titan,Creature,Elemental,On Play: Enemy cards cannot be played here next turn.,2,0,0,2,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,LOsWabZ9Tk7
Inferno Wisp,Creature,Dragonkin,On Destruction: All opponents must discard two cards.,1,0,0,2,2,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,9OCqaO2ugik
Inferno Wrecker,Creature,Baku,"On Play: Destroy all other friendly creatures here. For each destroyed, all opponents discard a card.",3,0,0,3,5,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,21N9G9PFPHO
Inferno's Requiem,Creature,Inferno Beast,On Play: Destroy all other creatures here.,3,0,0,4,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,Xr2i-RPSYwS
Infernoheart,Creature,Infernal Beast,"While on top: Whenever you discard a card, draw a card.",1,1,0,1,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,hFsmRb_cv9y
Infernox,Creature,Dragon,"On Play: For each opponent, destroy one of their creatures here.",3,0,0,1,-1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.2,hA9gaz41KdJ
Jadescale Snake,Creature,Elemental Snake,While on top: Your other creatures at this location are immune to your opponents' effects.,0,0,1,0,2,LeChat,Sana:0.6b,Alpha 0.1.3,P8nDXGpZpZg
Kage Shinobi,Creature,Yokai Golem,On Play: Destroy an enemy creature here with a mana cost of two or less.,1,0,0,0,-1,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,WaWqr2msyol
Kairos Avatar,Creature,Mythic,On Return: The next card you play is free.,0,1,1,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,PLct_juZhcH
Kairos Ignis,Creature,Qilin,Additional cost: Discard a card.,1,0,0,0,2,llama3.2:3b,Sana:0.6b,Alpha 0.1.2,uNksPGGLFJn
Kairos Whisper,Creature,Air Elemental,Additional cost: Put a card from your hand on top of your deck.,0,1,0,0,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,ESAkxYybr_b
Kazan no Kokoro,Creature,Kitsune,While on top: Creatures cannot be played here.,3,0,0,2,2,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,0LXa-rnNjEq
Khaos Avatar,Creature,Mythical,On Play: Repeat all of your 'On Play' effects here. This effect can not be repeated.,1,2,1,1,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,_bWY_nC4Hq1
Khaos Keeper,Creature,Cerberian,On Play: Swap your deck and graveyard.,0,2,2,0,7,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,KPhkXOlYX7X
Khaos Reaver,Creature,Mythic,On Play: Repeat one of your 'On Play' effects here.,1,1,1,0,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,_KDTY1P53DX
Khaos Scourge,Creature,Undead Fiend,On Destruction: Return all enemy creatures here to their owners' hand.,1,2,0,0,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,0nHUiRkgaHc
Khaosborn Stalwart,Creature,Basilisk Minotaur,On Play: The next creature you play this turn costs two green mana less.,0,0,1,0,1,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,C-VCcdNCG3f
Khaosflux,Creature,Mythical,On Return: Destroy an enemy creature here.,1,1,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,uQEPfVP7Um0
Khaosian Chosen One,Creature,Angel,On Play: Play the top card of your deck for free.,0,0,2,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,03g67NiRXu0
Khaosurge,Creature,Monstrosity,As an additional cost to play this card: Discard two cards.,2,0,0,1,8,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,vW4BaRCMDWr
Khronokeeper,Creature,Chronomancer,On Draw: You may discard a card. On Play: Draw a card.,1,1,0,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,fzqBsb70o1V
Khronos Whisperer,Creature,Mythic Beast,On Destruction: Draw three cards.,1,1,0,0,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,XAap98w3j4l
Khthonic Resurgent,Creature,Dhampir Minotaur,On Return: Revive a creature.,0,1,1,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,oyUfIHeDz1R
Khthonikos Echokeeper,Creature,Khthonikos,On Play: This creature switches sides.,0,2,0,0,-4,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,y7raCQxG54c
Labyrinthine Colossus,Creature,Minotaur,At the end of the game: Get 7 power for every location that is full and where you have one or more creatures.,0,0,3,4,*,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,aVZ3OkCh939
Leafcaller's Vigilance,Creature,Mythical Beast,On Play: Put the top two cards of your deck into your graveyard.,0,0,1,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,-WdAKBX0X-9
Luminari,Creature,Spirit,Additional cost: Return any other friendly creature to your hand.,0,2,0,0,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,EHYjEggml9I
Maelstrom Behemoth,Creature,Dragonkin Wyrmlord,On Play: Destroy all other creatures here with a power of X * 2 or less.,3,0,0,X,3,llama3.2:3b,Sana:0.6b,Alpha 0.1.2,pKczrDURKP8
Maelstrom Guardian,Creature,Beast,On Play: Move all enemy creatures here to other locations.,0,3,0,3,8,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,bXYMNKdiK36
Maelstrom Keeper,Creature,Storm Elemental,On Play: Return all other creatures here to their owners' hand.,0,3,0,4,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,0jm6IbhIiqS
Maelstrom Oracle,Creature,Illusion,On Play: Move enemy creatures to this location.,0,3,0,2,7,Llama3.2:3b,Flux1Schnell,Alpha 0.1.0,rIKo8QmkTVT
Maelstrom Sentinel,Creature,Wyvernborn,While on top: 'On Play' effects don't trigger here.,0,2,0,1,5,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,S6KmcnNJ9Zd
Maelstrom Sprite,Creature,Air Elemental,On Destruction: Return any enemy creature to their hand.,1,1,0,0,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,6sEFbf-KdfH
Maelstrom Whisper,Creature,Aquatic Fae,"While on top: Whenever you draw a card, draw an additional card.",0,3,0,0,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,vp8Y6DJ3iIv
Maelstrom Wraith,Creature,Sea Spirit,On Revive: Return all enemy creatures here to their owners' hand.,0,1,1,0,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,ld1LhMqdTG_
Maelstrom of the Abyssal Veil,Creature,Aquatic Undead,On Play: Move all your other creatures to any location.,0,4,0,3,9,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,AgRXnaSV3tk
Maelstrom's Unseen Hand,Creature,Draugr Khaoswalker,While on top: Pay [B] to put this creature on the bottom of the stack and move another friendly creature.,0,2,0,0,3,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,9qQVEMS8PbF
Maelstrom's Vessel,Creature,Shipwreck,On Play: Return any enemy creature to their hand.,0,2,0,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,M-XB5xnP8W8
Mana Multiplier,Creature,Kitsune Yurei,"While on top: Whenever a card effect gives you an extra mana crystal, get an additional mana crystal.",0,0,3,0,5,llama3.2:3b,Sana:0.6b,Alpha 0.1.2,6RtTJqXgVOv
Mana Weaver,Creature,Spider,"While on top: At the start of your turn, you may get an extra mana crystal instead of drawing a card.",0,0,2,1,5,Llama3.2:3b,Sana:1.6b,Alpha 0.1.0,kmleaM-JJjP
Manaspore,Creature,Mushroom Spirit,On Play: Get an extra green mana crystal.,0,0,2,1,5,LeChat,Sana:0.6b,Alpha 0.1.0,dY2ixORFqdl
Master of Stealthy Reappearance,Creature,Shadow Beast,"Ambush (play it face down, you may reveal it when the following condition is fulfilled) if another creature is played here. Move that creature.",0,1,0,1,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,tDZj0HBKQsO
Matriarch of the Ancient Horde,Creature,Monstrosity,,0,0,0,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,VkBKxLyDzGI
Megalithic Sentinel,Creature,Lithokrator,"On Play: Search your deck for up to creatures without an effect, reveal them and put them into your hand, then shuffle your deck.",0,0,0,3,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.2,aqE0maf1Bdx
Mighty Dreamer of the Void Abyssal,Creature,Baku,Ward 2 (Enemy effects targeting this costs 2 mana more).,0,1,0,5,12,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,qod4c_Yd0JH
Mighty Sentinel of Verdant Ascent,Creature,Monstrosity,On Play: Create a new creature stack for you at this location and play this creature at that new stack.,0,0,2,2,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,4ME6WmUUSq1
Mindshaper Siren,Creature,Siren,On Play: Gain control of an enemy creature.,0,3,0,4,1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,G6P7CKvnbgX
Mistress of the Tideshroud,Creature,Sea Witch,On Play: Move an enemy creature here to another location.,0,1,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,5Gxc2RWLawp
Mnemosyne's Suggestion,Creature,Illusion,On Play: Look at the top three cards of your deck.,0,1,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,amL65Vblsue
Mnemosyne's Whisper,Creature,Gwyllgi,While on top: Pay [B][B] to draw a card.,0,2,0,0,3,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,_RCE0vuz0BS
Moonlit Ephemera,Creature,Spirit,While in your graveyard: You may return this creature to your hand anytime.,0,1,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,RFUjXRqIoIz
Moonlit Revenant,Creature,Ghost,On Play: Return another friendly creature here to your hand. You may play it for 1 blue mana next turn.,0,1,0,2,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,vJQaNEznspL
Moonlit Sprite Guardian,Creature,Spirit,On Move: Draw a card.,0,1,0,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,YKNOweR0NrZ
Moonlit Vortex Fugitive,Creature,Mythic,On Return: Put this creature into the hand of an opponent. They cannot draw cards as long as this is in their hand.,1,1,0,0,-1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,WaOIi0Hp9zP
Moonlit Whisper,Creature,Wind Spirit,"While on top: When you play a creature here, draw a card.",0,3,0,0,4,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,KdOKDhEIBqN
Moonlit Whisperer,Creature,Beast/Witch,On Draw: Draw a card,0,2,0,0,1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,Mv7jlpi89tZ
